anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Arbo ll,28,38,2022-06-22,Asa Sul,1,Brasília,2964805548,,,,SGAS 910 710,,,1,1,/propriedades/kitnet-a-venda-asa-sul-brasilia-df-2964805548.html,,200.000,
Arbo ll,26,57,2022-06-22,Asa Sul,1,Brasília,2964804180,,,,SEPS 713 913 405,1,,1,1,/propriedades/kitnet-a-venda-asa-sul-brasilia-df-2964804180.html,,300.000,
MM Imóveis,110,110,2022-06-21,Asa Sul,3,Brasília,2965102092,,,,Sqs 303,1,20,3,1,/propriedades/sqs-303-3-quartos-suite-dce-garagem-vazado-vista-livre-2965102092.html,1040,1.280.000,
 FC Consultor Imobiliário ,98,130,2022-03-16,Asa Sul,3,Brasília,2959765011,16.436,,,Sqs 204,1,6,3,1,/propriedades/03-quartos-com-armarios-na-asa-norte-98150-8787-2959765011.html,,1.290.000,
JCMAX Empreendimentos Imobiliários,136,136,2022-05-11,Asa Sul,2,Brasília,2964730092,27.779 ,,,SQS 109  2,1,30,3,1,/propriedades/apartamento-sqs-109-3-quartos-1-vaga-asa-sul-2964730092.html,900,1.550.000,
WER CONSULTORIA IMOBILIARIA,136,148,2022-06-01,Asa Sul,3,Brasília,2965846540,16914,,,bloco e,1,20,3,1,/propriedades/apartamento-sqs-109-2965846540.html,900,1.550.000,
Susani Corretora de Imóveis,25,25,2022-04-13,Asa Sul,1,Brasília,111435078,19409-DF,,,ED. MONT BLANC SUDOESTE Bl. A,1,20,,,/propriedades/mont-blanc-bl.-a-excelente-kit-25-m-sup2--com-vaga-111435078.html,325,280.000,
CASA MOURA IMÓVEIS,77,115,2022-07-01,Asa Sul,2,Brasília,2960862560,,,,SQS 212 BLOCO F,,29,3,,/propriedades/casamoura-vende-super-oportunidade-sqs-212-2960862560.html,580,870.000,
Daniele Marsicano,130,160,2022-06-29,Asa Sul,2,Brasília,2958350895,11.331,,,SQS 304,,30,3,,/propriedades/sqs-304-vista-livre-nascente-voltou-a-venda!-98155-2958350895.html,900,1.250.000,
DIVINO IMOVEIS BRASILIA,27,40,2022-06-30,Asa Sul,1,Brasília,2966065235,24850,,,SEPS 712/912 ,1,22,1,,/propriedades/seps-712-912-grand-ville-mobiliada-asa-sul-brasilia-df-2966065235.html,290,295.000,
ISA IMÓVEIS,53,53,2022-07-02,Asa Sul,2,Brasília,2951491217,23645,,,Quadra CRS 514 Bloco C,,,2,,/propriedades/asa-sul-apartamento-02-quartos-2951491217.html,350,420.000,
CLAUDIO A. BATISTA IMOVEIS - Ingaia,35,35,2022-06-21,Asa Sul,1,Brasília,2951556738,8066,,,Quadra CRS 515 Bloco B 0,,,1,,/propriedades/kitnet-na-crs-515-ed.-las-vegas-andar-alto-planta-2951556738.html,166,210.000,
ACBARBOSA CONSULTORIA DE IMÓVEIS,78,78,2022-06-24,Asa Sul,2,Brasília,2964861326,25811,,,SQS 416 ,,25,3,,/propriedades/excelente-3-quartos-1-andar-desocupado!-2964861326.html,540,730.000,
Das Haus Negócios Imobiliários,254,367,2022-03-15,Asa Sul,4,Brasília,2948053967,14451,,,SQS 207 Bloco K,1,40,4,1,/propriedades/sqs-207-4-qts-c-suite-254-m-sup2--nascente-2948053967.html,1100,1,
Urbanic Imóveis,105,105,2022-07-01,Asa Sul,2,Brasília,2963494066,,,,SQS 307 BLOCO E,1,32,3,1,/propriedades/sqs-307-bloco-e-vazado-nascente-desocupado-2963494066.html,900,1.230.000,
IMOBILIÁRIA NOBLE,35,35,2022-02-01,Asa Sul,1,Brasília,2962180973,23545 J,,,scrs 516,,9,1,,/propriedades/apartamento-scrs-516-35-m-sup2--1qt-2962180973.html,,296.000,
EFETIVA IMOVEIS,51,51,2022-06-14,Asa Sul,1,Brasília,2958737266,27021,,,Shs Quadra 6 Conjunto a Bloco D,1,,1,,/propriedades/aparthotel-01-quarto-no-melia-hotel-brasil-21-asa-sul-2958737266.html,1600,389.000,
LAMARTINE IMÓVEIS,190,190,2022-07-01,Asa Sul,5,Brasília,2966527871,9451,,,SQS 203,,1,3,3,/propriedades/exclusivo!-apto-altissimo-padrao-ac-financ-e-imovel-2966527871.html,,3.055.000,
SUPPER IMOBILIÁRIA,35,35,2022-07-02,Asa Sul,1,Brasília,2962171145,cj21020,,,,,15,1,,/propriedades/scrs-quadra-516-apto-de-01-quarto-2962171145.html,230,296.000,
JÂNIO SOUSA ASSESSORIA IMOBILIÁRIA,136,136,2022-07-02,Asa Sul,3,Brasília,2965167390,13.933,,,SQS 109 - VAGA - VIRADO PARA O INTERIOR DA QUADRA,1,52,3,1,/propriedades/apartamento-a-venda-na-asa-sul-2965167390.html,901,1.550.000,
GERA IMOVEIS,28,28,2022-06-09,Asa Sul,1,Brasília,2964396701,,,,910 SUL,,10,1,,/propriedades/kit-mix-park-sul-reformada-e-mobiliada.-terrea-rs-2964396701.html,,270.000,
61 IMÓVEIS - NETIMÓVEIS,235,13270,2022-07-02,Asa Sul,,Brasília,2958171318,21418,,,Quadra SQS 106,,57,4,,/propriedades/quadra-sqs-106-2958171318.html,1300,1.950.000,
MatiaS Imóveis - Sua garantia imobiliária,78,78,2022-03-16,Asa Sul,2,Brasília,110607094,20101PJ,,,ASA SUL GRANDE OPORTUNIDADE!,,1,3,,/propriedades/sqs-405-grande-oportunidade!-110607094.html,700,650.000,
Abadia Imoveis,200,200,2022-07-01,Asa Sul,,Brasília,2956083426,cj8538 DF,,,Quadra SQS 208,,,4,,/propriedades/-sqs-208-4-qtos-2956083426.html,,2.650.000,
LAMARTINE IMÓVEIS,96,96,2022-03-16,Asa Sul,2,Brasília,2940351781,9451,,,SQS 414,,1,3,,/propriedades/otimo-3-qts-vista-livre-vazado-com-elevador-ac-2940351781.html,450,705.000,
P.L.B.L,65,65,2022-06-21,Asa Sul,1,Brasília,2956574532,16305,,,SCES TRECHO 04 LOTE 05  00,1,8,1,1,/propriedades/brisas-do-lago-magnifica!-65-m-sup2--vista-lago-2956574532.html,,1.150.000,
MAGDA CORRETORA DE IMÓVEIS,259,259,2022-07-01,Asa Sul,5,Brasília,2966790219,15787,,,SQSW bloco J,3,10,4,4,/propriedades/apartamento-de-alto-padrao-a-venda-palazzo-d-alberi-2966790219.html,,4.100.000,
CBL IMÓVEIS,48,48,2022-07-02,Asa Sul,1,Brasília,2963228083,CJ 10075,,,TRECHO SCES TRECHO 4,1,,1,,/propriedades/brisas-do-lago-mobiliado-lazer-completo-61-99820-2963228083.html,960,590.000,
Premier Imob Empreendimentos Imobiliarios,100,100,2022-06-25,Asa Sul,2,Brasília,2963718707,23.749/DF,,,Quadra SQS 106 Bloco A 1,,20,2,1,/propriedades/apartamento-com-2-dormitorios-a-venda-100-m-sup2--2963718707.html,700,870.000,
SR IMOVEIS,50,50,2022-06-02,Asa Sul,,Brasília,2963590914,CJ 9417,,,SHS Quadra 06 - Complexo Brasil 21,,6,,1,/propriedades/excelente-flat-brasil-21-com-vista-maravilhosa-2963590914.html,,450.000,
SHIRLEY PAIVA CORRETORA DE IMÓVEIS,37,37,2022-06-29,Asa Sul,1,Brasília,2964843836,14786,,,SQS 408 BLOCO G,,20,1,,/propriedades/asa-sul-sqs-408-predio-jk-apartamento-01-quarto-2-2964843836.html,599,415.000,
PILOTIS IMOBILIÁRIA,100,100,2022-06-24,Asa Sul,2,Brasília,2966494613,22309JDF,,,Sqs 210 ,1,,3,1,/propriedades/oportunidade-na-asa-norte-2966494613.html,930,1.250.000,
PILOTIS IMOBILIÁRIA,157,157,2022-06-09,Asa Sul,,Brasília,2966050972,22309JDF,,,Sqs 114 ,1,,3,1,/propriedades/sqs-114-nascente-vista-livre!-2966050972.html,,1.750.000,
Ariete Ribas,52,52,2022-06-18,Asa Sul,1,Brasília,2966140903,25093,,,SQS 413,,,2,,/propriedades/sqs-413-super-reformado-parte-eletrica-e-hidraulica-2966140903.html,350,450.000,
PREMIUM IMOVEIS,56,56,2022-07-02,Asa Sul,1,Brasília,2946868268,11623,,,SHS QUADRA 6 - MELIÁ,,,1,1,/propriedades/flat-brasil21-2946868268.html,,390.000,
Weizmann e Cavalheiro ODETE,78,78,2022-03-23,Asa Sul,,Brasília,2962519950,,,,Sqs 404,,30,3,1,/propriedades/sqs-404-exclusivo-9244-4545-2962519950.html,600,790.000,
Ariete Ribas,125,125,2022-06-18,Asa Sul,3,Brasília,2966319376,25093,,,SHIGS 714,,,3,1,/propriedades/apartamento-a-venda-na-asa-sul-2966319376.html,550,1.150.000,
BRASILIS NETIMÓVEIS,34,71,2022-06-23,Asa Sul,1,Brasília,2966001956,23.649 PJ,,,Meliá Brasil 21,,19,1,1,/propriedades/melia-brasil-21-2966001956.html,1646,330.000,
MÁRCIA VAZ,154,170,2022-03-23,Asa Sul,3,Brasília,2962133668,9968,,,SQS 306 meio quadra,,30,3,1,/propriedades/3-quartos-sqs-306-asa-sul-vazado-2962133668.html,,1.520.000,
Urbanic Imóveis,42,42,2022-05-18,Asa Sul,1,Brasília,2963166499,,,,TRECHO 4 CONJUNTO  3A,1,32,1,,/propriedades/like-view-resort-01-quarto-42-m-sup2-2963166499.html,815,598.000,
Roberto de Rezende,85,85,2022-05-26,Asa Sul,1,Brasília,2965653224,,,,SHCS SQS 416 BLOCO F,,20,3,,/propriedades/excelente-apartamento-na-416-sul-85-m-sup2--vazado-e-2965653224.html,,750.000,
Massuh Imóveis,40,40,2022-05-17,Asa Sul,1,Brasília,2962997044,24825,,,QUADRA SQS 310,,13,1,,/propriedades/sqs-310-1-quarto-reformado-vista-livre-dentro-2962997044.html,532,550.000,
Ariete Ribas,213,213,2022-06-17,Asa Sul,,Brasília,2966366433,25093,,,SQS 216,2,,4,2,/propriedades/sqs-216-213-m-sup2--andar-alto-vista-livre-2966366433.html,,3.200.000,
Massuh Imóveis,52,52,2022-05-17,Asa Sul,1,Brasília,2948985236,24825,,,"QUADRA CRS 504 Temos Também:  CRS 510,CRS 511,CRS 512,CRS 513, CRS 514  ASA NORTE ASA SUL SU",,22,1,,/propriedades/crs-504-sul-edificio-leonardo-apartamento-01-quarto-2948985236.html,400,320.000,
Massuh Imóveis,110,110,2022-06-08,Asa Sul,3,Brasília,2964405180,24825,,,QUADRA SQS 210,1,13,3,1,/propriedades/sqs-210-perpendicular-reformado-andar-alto-2964405180.html,870,1.250.000,
THAIS IMOBILIÁRIA VENDAS,250,300,2022-07-01,Asa Sul,3,Brasília,2959909634,,,,Sgcv 14,2,,3,3,/propriedades/cond.-villaggio-park-sul-excelente-apartamento-com-1-2959909634.html,700,1.655.000,
Abadia Imoveis,55,55,2022-07-01,Asa Sul,1,Brasília,2966189937,cj8538 DF,,,Quadra SQS 410,,,2,1,/propriedades/-sqs-410-desocupado-vazado-r$460-mil-2966189937.html,,460.000,
Leonardo Miranda,148,154,2022-06-02,Asa Sul,3,Brasília,2962339038,27207,,,sqs 306 1,,20,3,1,/propriedades/sqs-306-vista-livre-quadra-tranquila-otima-2962339038.html,1,1.540.000,
LUCIANO LAGES CORRETOR DE IMOVEIS,105,105,2022-03-17,Asa Sul,3,Brasília,2959545013,12602,,,SQS 210,1,30,3,1,/propriedades/sqs-210-3qts-garagem-reformado-visita-2959545013.html,,1.250.000,
Ana Cecilia ,100,100,2022-07-02,Asa Sul,1,Brasília,2966777875,,,,sqs 210 bloco h,1,30,3,1,/propriedades/vendo-apartamento-na-sqs-210-bloco-h-predio-2966777875.html,930,1.240.000,
REMAX Piloto,26,26,2022-06-30,Asa Sul,1,Brasília,2966226781,26291,,,SEPS 713/913 Sala 319,1,1,1,1,/propriedades/kit-mobiliada-a-venda-na-asa-sul-desocupada-2966226781.html,,330.000,
Eudes Nunes,100,120,2022-03-27,Asa Sul,2,Brasília,2963767951,10998,,,SQS 106 2 Quartos,,40,2,,/propriedades/sqs-106-2-quartos-desocupado-2963767951.html,700,900.000,
PILOTIS IMOBILIÁRIA,82,82,2022-06-15,Asa Sul,2,Brasília,2965459349,22309JDF,,,Sqs 416 ,,,3,1,/propriedades/sqs-416-asa-sul-2965459349.html,,740.000,
Bordalo Prime,114,115,2022-07-01,Asa Sul,3,Brasília,2963967220,23761,,,Quadra SQS 311,1,30,3,1,/propriedades/vendido-em-15-dias-2963967220.html,950,1.400.000,
IMOBILIÁRIA NOBLE,178,178,2022-06-21,Asa Sul,2,Brasília,2966438305,23545 J,,,sqs 106 ,,18,3,1,/propriedades/asa-sul-3qts-sqs-106-brasilia-df-9-9-6-2966438305.html,,1.590.000.000,
CBL IMÓVEIS,29,29,2022-06-23,Asa Sul,1,Brasília,111292687,CJ 10075,,,SGAS 910,,,1,1,/propriedades/sgas-910-excelente-investimento-02-quitinetes-111292687.html,300,245.000,
TRK,494,765,2022-06-01,Asa Sul,6,Brasília,2962541981,22784pj,,,QD Sqs 316,4,32,5,5,/propriedades/causa-aquele-efeito-atemporal:-quero-morar-aqui-a-2962541981.html,3000,10.000.000,
Futura Negócios imobiliários ,56,56,2022-07-01,Asa Sul,1,Brasília,2962655001,24892,,,Quadra SHS Quadra 6 6,,,1,,/propriedades/excelente-flat-mobiliado-56-m-sup2--complexo-2962655001.html,2400,560.000,
Massuh Imóveis,78,78,2022-05-17,Asa Sul,2,Brasília,2960368230,24825,,,QUADRA SQS 412,,13,3,1,/propriedades/sqs-412-3-quartos-suite-totalmente-reformado-2960368230.html,550,858.000,
JBN IMÓVEIS,30,30,2022-03-16,Asa Sul,1,Brasília,2959872719,6648,,,SGAS 910 139,,1,1,,/propriedades/kit-para-vender-asa-sul-brasilia-df-um-quarto-2959872719.html,304,230.000,
DF IMÓVEIS,210,210,2022-02-20,Asa Sul,3,Brasília,2958567431,J16950,,,SQS 313,2,,4,1,/propriedades/sqs-313-otimo-apartamento-4-quartos-2958567431.html,1745,3.000.000,
F.FREIRE - Corretor de Imoveis,110,110,2022-07-02,Asa Sul,3,Brasília,2962878663,6621,,,SQS 303 Bloco C,1,42,3,1,/propriedades/oportunidade!apto-original-localizacao-nota-1000-para-2962878663.html,900,1.350.000,
AI - ADERBAL IMOVEIS,300,523,2022-06-22,Asa Sul,4,Brasília,2963621048,3561,,,SQS 203,2,5,4,4,/propriedades/apartamento-duplex-ed.-genevii-2963621048.html,,3.800.000,
Joao Severo Corretor de Imóveis,110,110,2022-05-28,Asa Sul,3,Brasília,2965719135,13.750/DF,,,,1,,3,1,/propriedades/apartamento-para-venda-em-brasilia-asa-sul-3-2965719135.html,1000,1.430.000,
TRK,157,187,2022-06-10,Asa Sul,3,Brasília,2962270213,22784pj,,,QD Sqs 114,1,39,3,1,/propriedades/seu-tempo-tambem-e-investimento.-2962270213.html,1080,1.720.000,
Premier Imob Empreendimentos Imobiliarios,26,26,2022-06-25,Asa Sul,1,Brasília,2957137807,23.749/DF,,,Quadra SHS Quadra 4 14,1,1,1,,/propriedades/flat-hotel-alvorada-1-dormitorio-a-venda-26-m-sup2--2957137807.html,900,230.000,
61 IMÓVEIS - NETIMÓVEIS,154,154,2022-07-02,Asa Sul,,Brasília,2965462664,21418,,,Quadra SQS 306 Bloco I,,,3,1,/propriedades/quadra-sqs-306-bloco-i-2965462664.html,,1.540.000,
Massuh Imóveis,107,107,2022-06-08,Asa Sul,2,Brasília,2964553504,24825,,,QUADRA 204- RESIDENCIAL MILLENIUM,2,,3,1,/propriedades/millenium-3-qts-suite-area-de-lazer-completa-2964553504.html,880,890.000,
Abdala Soluções Imobiliárias,26,26,2022-05-18,Asa Sul,1,Brasília,2958480656,CJ 16964,,,SGAS 910,,,1,1,/propriedades/reformado-por-arquiteta!-98407-9482-2958480656.html,,270.000,
Newcore ,52,65,2022-07-02,Asa Sul,1,Brasília,2966727902,,,,"Quadra CRS 515 Bloco B, 100",,5,2,,/propriedades/apartamento-no-res.-green-field-com-2-dorm-e-52-m-asa-2966727902.html,245,354.030,
Massuh Imóveis,42,42,2022-05-17,Asa Sul,1,Brasília,2962039129,24825,,,SHS TRYP CONVENTION Temos Também:  ASA NORTE ASA SUL SUDOESTE,,13,1,,/propriedades/shs-convention-brasil-xxi-flat-mobiliado-2962039129.html,1000,340.000,
VISÃO IMÓVEIS LTDA,60,60,2022-07-02,Asa Sul,1,Brasília,2966461135,2554,,,Quadra SQS 410 Bloco J 301,,22,2,,/propriedades/apartamento-com-2-dormitorios-a-venda-60-m-sup2--por-2966461135.html,380,610.000,
Futura Negócios imobiliários ,149,178,2022-07-01,Asa Sul,3,Brasília,2963294987,24892,,,Quadra SQS 306 Bloco B 0,,,3,1,/propriedades/excelente-apt-na-sqs-306-com-3-quantos.-2963294987.html,1265,1.350.000,
TRK,161,161,2022-06-17,Asa Sul,3,Brasília,2932945754,22784pj,,,QD SQS 107,,32,3,1,/propriedades/proximo-destino:-asa-sul.-2932945754.html,1150,1.350.000,
 FC Consultor Imobiliário ,149,221,2022-03-24,Asa Sul,3,Brasília,2963597317,16.436,,,Sqs 109 Asa sul,1,1,4,1,/propriedades/04-quartos-sendo-uma-suite-com-armarios-na-asa-sul-uma-2963597317.html,,1.950.000,
FORT IMOBI SOLUCOES IMOBILIARIAS LTDA,109,109,2022-05-17,Asa Sul,3,Brasília,2959723100,,,,SQS 206,1,15,3,1,/propriedades/sqs-206-apartamento-desocupado-2959723100.html,1070,1.190.000,
EIG IMOBILIARIA,143,143,2022-07-01,Asa Sul,,Brasília,2966541002,4378,,,Quadra SQS 115 Bloco C,1,,3,1,/propriedades/quadra-sqs-115-bloco-c-2966541002.html,,1.800.000,
Massuh Imóveis,28,28,2022-05-17,Asa Sul,2,Brasília,2962086947,24825,,,QUADRA SEPS 713/913,1,13,1,,/propriedades/quadra-713-913-ed.-golden-place-nascente-2962086947.html,263,475.000,
Massuh Imóveis,110,110,2022-05-17,Asa Sul,3,Brasília,2961706564,24825,,,QUADRA SQS 303,1,13,3,1,/propriedades/sqs-303-3-quartos-suite-otima-planta-para-2961706564.html,1000,1.500.000,
Leonardo Miranda,136,170,2022-07-01,Asa Sul,3,Brasília,2963233822,27207,,,sqs 206 1,1,30,3,1,/propriedades/apartamento-nascente!-vazado!-quadra-maravilhosa!-2963233822.html,1350,1.550.000,
Abdala Soluções Imobiliárias,26,26,2022-05-18,Asa Sul,1,Brasília,2958480654,CJ 16964,,,SGAS 910,,,1,1,/propriedades/kit-totalmente-reformada!-98407-9482-2958480654.html,350,295.000,
CARLOS FARIAS IMOVEIS,55,55,2022-06-14,Asa Sul,1,Brasília,2966267223,7987,,,SQS 411 Bloco B,,,2,,/propriedades/apartamento-para-venda-em-brasilia-asa-sul-2-2966267223.html,,430.000,
MENDONÇA EMPREENDIMENTOS IMOBILIÁRIOS,135,135,2022-06-08,Asa Sul,3,Brasília,2964092704,1658,,,SQS 305 BLOCO G 5º ANDAR,,40,3,1,/propriedades/sqs-305-bloco-g-andar-alto-vazado-2964092704.html,1300,1.400.000,
Márcia Azevedo - Corretora de Imóveis,65,65,2022-05-27,Asa Sul,1,Brasília,2956565515,13612,,,"St. de Clubes Esportivos Sul Trecho 4 Lote 5 - Brasília, DF",1,7,1,1,/propriedades/venda-brisas-do-lago-vista-para-o-lago-2956565515.html,,1.150.000,
EFETIVA IMOVEIS,36,36,2022-06-14,Asa Sul,1,Brasília,2960794102,27021,,,Qd Crs 516 Bloco C,,,1,,/propriedades/apartamento-01-quarto-asa-sul-2960794102.html,230,296.000,
SUPPER IMOBILIÁRIA,37,37,2022-07-02,Asa Sul,1,Brasília,2964894528,cj21020,,,SQS 408 Bloco G,,22,1,,/propriedades/otimo-apartamento-de-1-quarto-asa-sul-sqs-408-2964894528.html,500,415.000,
JÂNIO SOUSA ASSESSORIA IMOBILIÁRIA,64,64,2022-07-02,Asa Sul,1,Brasília,2963191240,13.933,,,SQS 415 Bloco I,,1,2,,/propriedades/predio-com-pilotis-reformado-2963191240.html,550,590.000,
Casa Express Serviços Imobiliarios,110,110,2022-06-14,Asa Sul,3,Brasília,2965986349,18829,,,SQS 303,1,,3,1,/propriedades/excelente-oportunidade!-2965986349.html,1050,1.350.000,
ARTROM IMOBILIARIA,49,56,2022-06-30,Asa Sul,1,Brasília,2966698678,25224,,,SQS 413 BLOCO O,,,2,,/propriedades/apartamento-2-quartos-para-venda-em-brasilia-asa-sul-2966698678.html,,439.000,
 FC Consultor Imobiliário ,195,250,2022-03-16,Asa Sul,5,Brasília,2947257201,16.436,,,SQS 312 BLOCO E,4,1,4,1,/propriedades/04-suites-04-vagas-via-cap-ferrat-canto-vazado-98150-2947257201.html,2000,3.950.000,
Hermano Gonçalves Barbosa,202,250,2022-06-20,Asa Sul,3,Brasília,2965085632,,,,SQS 114 BLOCO A,1,1,3,1,/propriedades/rarissimo!-localizacao-tamanho-e-qualidade!-2965085632.html,1390,2.650.000,
THAIS IMOBILIÁRIA VENDAS,110,190,2022-07-01,Asa Sul,3,Brasília,2962003061,,,,Quadra SQS 303 Bloco C 0,1,,3,1,/propriedades/apartamento-sqs-303-asa-sul-brasilia-df-2962003061.html,1000,1.466.000,
Massuh Imóveis,39,39,2022-05-17,Asa Sul,1,Brasília,2959551399,24825,,,SQS 405,,13,1,,/propriedades/sqs-405-reformado-1-quarto-39-m-sup2--carlos-2959551399.html,368,390.000,
OMNI CONSULTORIA IMOBILIARIA LTDA,112,135,2022-05-21,Asa Sul,3,Brasília,2963559696,1879,,,"SQS 102,  BLOCO D 5º andar",1,32,3,1,/propriedades/sqs-102-bloco-d-5-andar.-oportunidade-localizacao-2963559696.html,1150,1.350.000,
61 IMÓVEIS - NETIMÓVEIS,120,120,2022-07-02,Asa Sul,,Brasília,2962157210,21418,,,Quadra SQS 108,,,3,,/propriedades/quadra-sqs-108-2962157210.html,859,1.300.000,
Weizmann e Cavalheiro ODETE,24,24,2021-11-24,Asa Sul,1,Brasília,2959160847,,,,Seps 712/912,1,12,1,,/propriedades/seps.-712-912.-nascente-2959160847.html,,325.000,
Gustavo Lopes,158,180,2022-07-02,Asa Sul,4,Brasília,2965582896,25909,,,Sqs 114  Asa sul ,1,25,4,1,/propriedades/sqs-114-3-quartos-158-m-sup2--excelente-opcao!-2965582896.html,1550,6.500,
61 IMÓVEIS - NETIMÓVEIS,165,166,2022-07-02,Asa Sul,,Brasília,2964960841,21418,,,Quadra SQS 203,1,,3,1,/propriedades/quadra-sqs-203-2964960841.html,1350,1.875.000,
LAMARTINE IMÓVEIS,115,115,2022-03-16,Asa Sul,2,Brasília,2949415511,9451,,,SQS 106,,1,2,1,/propriedades/imperdivel!-apto-2-quartos-ac-financ-e-fgts-2949415511.html,,1.080.000,
IMOBILIARIA ZOOM,61,61,2022-06-10,Asa Sul,2,Brasília,2964777927,20940pj,,,SQS 312 BLOCO A,,50,2,,/propriedades/sqs-312-bloco-a-reformado-60-70-m-sup2--terceiro-2964777927.html,840,720.000,
BLOCO IMOBILIARIA,245,300,2022-06-10,Asa Sul,3,Brasília,2964628613,25854,,,Qd Sqs 314 Bloco E,2,,4,1,/propriedades/apartamento-4-quartos-asa-sul-sqs-314-bloco-e-2-vagas-2964628613.html,2500,2.990.000,
TRK,143,218,2022-05-19,Asa Sul,3,Brasília,2957776264,22784pj,,,QD Sqs 202,1,32,3,1,/propriedades/como-foi-o-seu-dia-se-ninguem-perguntar-o-2957776264.html,1168,1.700.000,
F.FREIRE - Corretor de Imoveis,90,121,2022-07-02,Asa Sul,2,Brasília,2964430264,6621,,,SQS 108 Bloco A,,42,2,,/propriedades/oportunidade-no-coracao-da-asa-sul!-apartamento-2964430264.html,870,850.000,
Massuh Imóveis,100,100,2022-05-17,Asa Sul,2,Brasília,2961999261,24825,,,QUADRA SQS 108,,13,3,,/propriedades/sqs-108-nascente-andar-alto-reformado-suite-2961999261.html,750,1.400.000,
SUPREMA IMOBILIARIA,56,56,2022-07-01,Asa Sul,1,Brasília,2964770304,9060,,,QUADRA SQS 412,,,2,,/propriedades/excelente-apartamento-na-sqs-412-desocupado-2-quartos-2964770304.html,,439.000,
BBS Imob,125,125,2022-03-28,Asa Sul,2,Brasília,2963756292,8609,,,SQS 206 bloco G,1,30,3,1,/propriedades/sqs-206-3-quartos-andar-alto.-garagem-2963756292.html,1300,1.300.000,
IMOBILIÁRIA NOBLE,105,105,2022-06-09,Asa Sul,1,Brasília,2963391775,23545 J,,,SQS 307 BLOCO E 2º ANDAR,1,20,3,1,/propriedades/asa-sul-sqs-307-3-qts-sendo-1-suite-garagem-2963391775.html,900,1.230.000,
REAL ADMINISTRADORA DE IMÓVEIS LTDA,48,48,2022-06-10,Asa Sul,,Brasília,2964304516,9572,,,TRECHO SCES TRECHO 4,1,,1,1,/propriedades/excelente-apartamente-mobiliado-na-beira-do-lago-2964304516.html,,670.000,
LAMARTINE IMÓVEIS,60,60,2021-09-26,Asa Sul,2,Brasília,2957026986,9451,,,SQS 412,,1,2,,/propriedades/apartamento-60-m-sup2--2-quartos-2957026986.html,,600.000,
TRANSPLANTAS IMOVEIS,53,53,2022-07-02,Asa Sul,1,Brasília,2965596273,10802,,,QD Sqs 310 Bloco G,1,,2,,/propriedades/apartamento-asa-sul-brasilia-2965596273.html,400,690.000,
ALDEIA CONSTRUTORA E IMOBILIARIA LTDA,110,110,2022-06-17,Asa Sul,1,Brasília,2964994526,4846pj,,,SQS 114 Bloco C,1,,2,1,/propriedades/vista-livre-2964994526.html,1700,1.390.000,
Massuh Imóveis,97,97,2022-06-08,Asa Sul,2,Brasília,2963785755,24825,,,QUADRA SQS 205,1,13,3,,/propriedades/sqs-205-nascente-reformado-vista-livre-sala-2963785755.html,1100,1.060.000,
MUDE NEGÓCIOS IMOBILIÁRIOS,82,82,2022-07-01,Asa Sul,2,Brasília,2964605937,,,,Quadra SQS 416 0,,10,3,,/propriedades/apartamento-vazado-oportunidade-2964605937.html,,735.000,
61 IMÓVEIS - NETIMÓVEIS,157,157,2022-07-02,Asa Sul,,Brasília,2965022508,21418,,,Quadra SQS 114 Bloco H,1,,3,1,/propriedades/quadra-sqs-114-bloco-h-2965022508.html,995,1.890.000,
Premier Imob Empreendimentos Imobiliarios,161,161,2022-06-27,Asa Sul,3,Brasília,2965067839,23.749/DF,,,Quadra SQS 107 Bloco E,,11,3,1,/propriedades/apartamento-com-3-dormitorios-a-venda-161-m-sup2--2965067839.html,1100,1.350.000,
Joao Severo Corretor de Imóveis,59,59,2022-06-03,Asa Sul,1,Brasília,2965719206,13.750/DF,,,,1,,1,,/propriedades/apartamento-para-venda-em-brasilia-asa-sul-1-2965719206.html,2000,450.000,
LOPES IMÓVEIS,168,168,2022-04-02,Asa Sul,3,Brasília,2953117741,26049,,,SQS 212,1,30,3,1,/propriedades/sqs-212-apartamento-03-quartos-asa-sul-2953117741.html,,1.499.000,
NORONHA & EDMILSON ASSESSORIA IMOBILIÁRIA,104,104,2022-06-25,Asa Sul,2,Brasília,2964918700,cj11.955-DF,,,SQS 307 Bloco J ,1,,3,,/propriedades/sqs-307-bloco-j-2964918700.html,800,1.114.900,
Joao Severo Corretor de Imóveis,42,42,2022-05-28,Asa Sul,1,Brasília,2950946265,13.750/DF,,,,1,,1,,/propriedades/apartamento-para-venda-em-brasilia-asa-sul-1-2950946265.html,819,565.000,
IMOVEIS DO DF,157,157,2022-05-12,Asa Sul,4,Brasília,2962218588,24260,,,SQS 114  ASA SUL,1,40,4,,/propriedades/sqs-114-3-qts-vazado-2962218588.html,1550,2.300.000,
61 IMÓVEIS - NETIMÓVEIS,200,200,2022-07-02,Asa Sul,,Brasília,2965983250,21418,,,Quadra SQS 312 Bloco K,2,,3,1,/propriedades/quadra-sqs-312-bloco-k-2965983250.html,1595,2.160.000,
